entry	pos	evidence	id	note	origin
Q8INX3	1-307		PRO_0000305261	Protein TIPIN homolog	chain
Q8INZ1	1-410		PRO_0000216508	Gustatory receptor-like 36a	chain
Q8INZ2	1-390		PRO_0000216507	Putative gustatory receptor 36c	chain
Q8IP68	26-172	ECO:0000255	PRO_5015099179	Protein nemuri	chain
Q8IP99	1-308		PRO_0000462580	Transcriptional adapter 1-1	chain
Q8IPA1	1-308		PRO_0000462581	Transcriptional adapter 1-2	chain
Q8IPH9	1-515		PRO_0000071959	Slowpoke-binding protein	chain
Q8IPJ3	1-2892		PRO_0000448740	E3 ubiquitin-protein ligase lubel	chain
Q8IPK4	21-612		PRO_0000309549	Glycosyltransferase 25 family member	chain
Q8IPM8	1-139		PRO_0000240243	Complexin	chain
Q8IPU5	1-449		PRO_0000216537	Putative gustatory receptor 77a	chain
Q8IPW2	1-548		PRO_0000459388	SH2	chain
Q8IPX7	1-232		PRO_0000451458	Exosome complex component RRP40	chain
Q8IPZ3	24-413	ECO:0000255	PRO_0000461949	NAD(P)H oxidoreductase RTN4IP1, mitochondrial	chain
Q8IPZ7	1-121		PRO_0000460602	N-alpha-acetyltransferase 38, NatC auxiliary subunit	chain
Q8IQ05	1-993	ECO:0000305	PRO_0000456806	Chromosome transmission fidelity protein 18 homolog	chain
Q8IQ13	1-159		PRO_0000314162	Probable RNA-binding protein EIF1AD	chain
Q8IQ27	1-938		PRO_0000441821	Ubiquitin carboxyl-terminal hydrolase Usp2	chain
Q8IQ56	1-182		PRO_0000367035	Transmembrane protein 11 homolog, mitochondrial	chain
Q8IQ70	54-366	ECO:0000255	PRO_0000437213	Calcium uniporter protein, mitochondrial	chain
Q8IQ72	1-371		PRO_0000216534	Gustatory receptor-like 65a	chain
Q8IQA2	1-230		PRO_0000462293	Protein tumorous testis	chain
Q8IQC1	1-223		PRO_0000212834	Uncharacterized Golgi apparatus membrane protein-like protein CG5021	chain
Q8IQF1	33-565		PRO_0000369401	Molybdenum cofactor biosynthesis protein 1	chain
Q8IQG1	1-566		PRO_0000279701	MOB kinase activator-like 2	chain
Q8IQG9	1-229		PRO_0000461204	Adenylate kinase 1	chain
Q8IQQ4	1-338	ECO:0000305	PRO_0000445701	RAB6-interacting golgin	chain
Q8IQV9	1-2090		PRO_0000443734	Nuclear pore complex protein Nup205	chain
Q8IR45	1-183		PRO_0000286447	BLOC-1-related complex subunit 8 homolog	chain
Q8IR79	1-1257		PRO_0000075808	LIM domain kinase 1	chain
Q8IRB5	1-1465		PRO_0000372855	Claspin	chain
Q8IRC7	1-275		PRO_0000075705	LIM	chain
Q8IRE4	1-457		PRO_0000414129	tRNA (guanine(37)-N(1))-methyltransferase	chain
Q8IRG6	1-1083		PRO_0000245174	FACT complex subunit spt16	chain
Q8IRH5	1-733		PRO_0000372842	Zinc finger protein indra	chain
Q8IRI6	24-1440		PRO_0000428674	Glucose transporter type 1	chain
Q8IRJ8	1-288		PRO_0000310759	THO complex protein 7	chain
Q8IRL8	1-341		PRO_0000216489	Putative gustatory receptor 9a	chain
Q8IRR1	28-525		PRO_0000019725	Vanin-like protein 2	chain
Q8IRR5	17-312		PRO_0000417347	NAD-dependent protein deacylase Sirt4	chain
Q8IRS9	1-911		PRO_0000460836	Gem-associated protein 4c	chain
Q8IRT0	1-911		PRO_0000460835	Gem-associated protein 4b	chain
Q8IRU4	1-662		PRO_0000198820	3',5'-cyclic-AMP phosphodiesterase, isoform F	chain
Q8IRW8	1-2431		PRO_0000259524	Histone-lysine N-methyltransferase trr	chain
Q8IRY7	243-400		PRO_0000004637	Caspase-8 subunit p15	chain
Q8IRY7	411-494		PRO_0000004639	Caspase-8 subunit p10	chain
Q8IRZ5	1-387		PRO_0000174231	Putative odorant receptor 19b	chain
Q8IS44	1-905		PRO_0000069395	Dopamine D2-like receptor	chain
Q8ITC7	1-477		PRO_0000069217	Neuropeptides capa receptor	chain
Q8ITC9	1-430		PRO_0000439215	Pyrokinin-1 receptor	chain
Q8MKJ4	23-141	ECO:0000255	PRO_0000012573	General odorant-binding protein 57b	chain
Q8MKK0	21-169	ECO:0000255	PRO_0000012572	General odorant-binding protein 57a	chain
Q8MKK4	1-488		PRO_0000395534	Trehalose transporter 1-like protein	chain
Q8MKL1	1-167		PRO_0000340673	UPF0598 protein CG30010	chain
Q8MKN0	44-326		PRO_0000228643	Ubiquinone biosynthesis protein COQ9, mitochondrial	chain
Q8MKW7	26-766		PRO_0000030990	Ribonuclease Z, mitochondrial	chain
Q8ML92	1-106		PRO_0000235297	Protein aveugle	chain
Q8MLL3	?-242		PRO_0000228653	Coenzyme Q-binding protein COQ10, mitochondrial	chain
Q8MLV1	1-741		PRO_0000207512	Lamin-B receptor	chain
Q8MLY8	1-208		PRO_0000122249	Small ribosomal subunit protein eS8	chain
Q8MLZ7	24-441		PRO_0000011984	Chitinase-like protein Idgf3	chain
Q8MM24	21-439		PRO_0000011980	Chitinase-like protein Idgf1	chain
Q8MMC4	1-271		PRO_0000299568	Protein CDV3 homolog	chain
Q8MMF9	30-136	ECO:0000255	PRO_0000012575	General odorant-binding protein 57d	chain
Q8MPP0	1-245		PRO_0000452828	Ninjurin-A	chain
Q8MPP0	1-?	ECO:0000305|PubMed:33472215	PRO_0000452829	Secreted ninjurin-A	chain
Q8MPP3	?-758	ECO:0000305	PRO_0000434512	Matrix metalloproteinase-2	chain
Q8MQI6	1-82		PRO_0000120944	Transcription elongation factor 1 homolog	chain
Q8MQJ9	1-1037		PRO_0000220368	Protein brain tumor	chain
Q8MQW8	1-1789		PRO_0000072152	Protein sprint	chain
Q8MQX9	1-1174		PRO_0000450384	Ankyrin repeat and LEM domain-containing protein 2 homolog	chain
Q8MR31	1-767		PRO_0000071957	Slo-interacting protein 1	chain
Q8MR37	1-570	ECO:0000305	PRO_0000437247	Krueppel-like factor luna	chain
Q8MR45	24-242	ECO:0000250|UniProtKB:P20933	PRO_0000384129	Glycosylasparaginase alpha chain	chain
Q8MR45	243-393	ECO:0000250|UniProtKB:P20933	PRO_0000384130	Glycosylasparaginase beta chain	chain
Q8MR62	1-240		PRO_0000163761	Phosducin-like protein 2	chain
Q8MRC9	1-650		PRO_0000059163	Putative polypeptide N-acetylgalactosaminyltransferase 9	chain
Q8MRQ4	1-694		PRO_0000299168	LMBR1 domain-containing protein 2 homolog	chain
Q8MRW5	1-640	ECO:0000305	PRO_0000437485	ETV5-related protein Ets96B	chain
Q8MS27	?-178		PRO_0000030528	Large ribosomal subunit protein bL35m	chain
Q8MS59	1-517		PRO_0000438526	Fatty acyl-CoA reductase wat	chain
Q8MSF5	1-95		PRO_0000344228	Ribonuclease kappa	chain
Q8MSG8	1-662		PRO_0000109849	Aprataxin-like protein	chain
Q8MSS1	1-2779		PRO_0000084526	Protein lava lamp	chain
Q8MSU3	1-647		PRO_0000314847	Ferric reductase 1	chain
Q8MSU4	1-1165		PRO_0000421978	Symplekin	chain
Q8MSV2	1-590		PRO_0000379499	Protein alan shepard	chain
Q8MSW4	1-213		PRO_0000453466	rRNA N(6)-adenosine-methyltransferase Mettl5	chain
Q8MSX1	1-1818		PRO_0000086973	Protein encore	chain
Q8MSX2	1-249		PRO_0000303045	Mediator of RNA polymerase II transcription subunit 6	chain
Q8MSY4	1-740		PRO_0000361544	Vacuolar protein sorting-associated protein 51 homolog	chain
Q8MT06	1-581		PRO_0000122451	Guanine nucleotide-binding protein-like 3 homolog	chain
Q8MT08	1-479		PRO_0000220380	Dynein regulatory complex subunit 4	chain
Q8MT36	1-1427		PRO_0000186084	Nuclear receptor binding SET domain protein	chain
Q8MT80	1-696		PRO_0000246270	GPI mannosyltransferase 4	chain
Q8MUJ1	1-415	ECO:0000305	PRO_0000435108	Protein eiger, membrane form	chain
Q8MUJ1	146-415	ECO:0000305	PRO_0000435109	Protein eiger, soluble form	chain
Q8MV48	1-591		PRO_0000059161	N-acetylgalactosaminyltransferase 7	chain
Q8MVS5	1-632		PRO_0000059168	Polypeptide N-acetylgalactosaminyltransferase 35A	chain
Q8MYL1	1-1478		PRO_0000458960	Fanconi anemia group D2 protein homolog	chain
Q8MYY6	1-558		PRO_0000059167	Putative polypeptide N-acetylgalactosaminyltransferase 13	chain
Q8MZC4	1-322		PRO_0000056819	Probable cardiolipin synthase (CMP-forming)	chain
Q8ST83	1-520		PRO_0000047017	Polycomb protein PHO	chain
Q8SWR2	1-620		PRO_0000302865	Bicaudal D-related protein homolog	chain
Q8SWR3	1-435		PRO_0000433510	Sex peptide receptor	chain
Q8SWR8	1-1084		PRO_0000311703	Ataxin-2 homolog	chain
Q8SWU7	1-397		PRO_0000372847	Obg-like ATPase 1	chain
Q8SWV6	1-492		PRO_0000381785	Protein adenylyltransferase Fic	chain
Q8SWX0	1-167		PRO_0000435328	Gametocyte-specific factor 1 homolog	chain
Q8SX37	1-224		PRO_0000445078	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	chain
Q8SX68	1-609		PRO_0000372638	CTTNBP2 N-terminal-like protein	chain
Q8SX81	1-830		PRO_0000460248	Vacuolar protein sorting-associated protein 11 homolog	chain
Q8SX83	1-5560		PRO_0000081958	Protein split ends	chain
Q8SX86	1-314		PRO_0000424890	Protein nutcracker	chain
Q8SXD4	1-1122		PRO_0000438877	Midnolin homolog	chain
Q8SXQ7	1-369		PRO_0000220627	Peptidoglycan-recognition protein LF	chain
Q8SXT3	30-499		PRO_0000021414	Protein singed wings 2	chain
Q8SXU3	1-438		PRO_0000460968	Mannose-1-phosphate guanylyltransferase regulatory subunit alpha	chain
Q8SXX4	1-698		PRO_0000089315	Capon-like protein	chain
Q8SXY6	21-206	ECO:0000312|FlyBase:FBgn0045866	PRO_0000393917	Transmembrane emp24 domain-containing protein bai	chain
Q8SY33	1-1384		PRO_0000415948	Protein Gawky	chain
Q8SY41	1-1122		PRO_0000372650	Breast carcinoma-amplified sequence 3 homolog	chain
Q8SY61	16-131		PRO_0000012570	General odorant-binding protein 56d	chain
Q8SY72	1-58		PRO_0000293702	Single-pass membrane and coiled-coil domain-containing protein 4 homolog	chain
Q8SY96	66-283	ECO:0000255	PRO_0000388698	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	chain
Q8SYD0	?-369		PRO_0000408356	Tetratricopeptide repeat protein 19 homolog, mitochondrial	chain
Q8SYG2	1-445		PRO_0000120983	COP9 signalosome complex subunit 3	chain
Q8SYK4	1-144		PRO_0000463589	Protein bourbon	chain
Q8SYK5	1-376		PRO_0000434573	Protein insensitive	chain
Q8SYS7	1-477		PRO_0000383702	Probable cytosolic Fe-S cluster assembly factor CG17683	chain
Q8SYV9	24-533		PRO_0000013036	Probable G-protein coupled receptor Mth-like 14	chain
Q8SZ16	37-120		PRO_0000431383	Succinate dehydrogenase assembly factor 3, mitochondrial	chain
Q8SZ63	1-516		PRO_0000190066	Golgin-84	chain
Q8SZA8	30-152	ECO:0000255	PRO_0000447491	Adrenodoxin-like protein 2, mitochondrial	chain
Q8SZZ8	1-684		PRO_0000430425	Little elongation complex subunit 2	chain
Q8T045	21-411	ECO:0000255	PRO_0000342687	O-glucosyltransferase rumi	chain
Q8T053	1-434		PRO_0000047780	Zinc finger protein kipf	chain
Q8T062	1-1040		PRO_0000441993	Neprilysin-4	chain
Q8T079	1-602		PRO_0000312130	Cytokine-like nuclear factor N-PAC	chain
Q8T088	1-498		PRO_0000373961	WD repeat-containing protein 55 homolog	chain
Q8T0B1	1-131		PRO_0000286622	Nuclear envelope phosphatase-regulatory subunit 1 homolog	chain
Q8T0D4	1-299		PRO_0000072429	Protein tantalus	chain
Q8T0G4	1-629		PRO_0000439857	Rho GTPase-activating protein conundrum	chain
Q8T0Q4	1-226		PRO_0000459790	Charged multivesicular body protein 4	chain
Q8T0R7	27-444		PRO_0000011988	Chitinase-like protein Idgf5	chain
Q8T0S6	1-669		PRO_0000086001	Serine	chain
Q8T390	1-369		PRO_0000285838	Endophilin-A	chain
Q8T3L6	24-379		PRO_0000000590	Probable malonyl-CoA-acyl carrier protein transacylase, mitochondrial	chain
Q8T3U2	1-143		PRO_0000146465	Small ribosomal subunit protein uS12	chain
Q8T3X9	25-130		PRO_0000435362	Iron-sulfur cluster assembly 1 homolog, mitochondrial	chain
Q8T3Y0	1-351		PRO_0000056178	Probable E3 ubiquitin-protein ligase sinah	chain
Q8T498	1-1580		PRO_0000056662	Ras GTPase-activating protein raskol	chain
Q8T4E1	25-355	ECO:0000255	PRO_0000043371	Putative GPI-anchor transamidase	chain
Q8T4F7	1-980		PRO_0000227757	Protein enabled	chain
Q8T626	1-1240		PRO_0000079934	Protein disks lost	chain
Q8T6B9	1-637		PRO_0000081744	Poly(U)-binding-splicing factor hfp	chain
Q8T8L8	1-449		PRO_0000413533	Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase	chain
Q8T8R1	1-165		PRO_0000372843	CCHC-type zinc finger nucleic acid binding protein	chain
Q8T8S1	1-334		PRO_0000459585	DCN1-like protein 3	chain
Q8T913	1-381		PRO_0000458962	E3 ubiquitin-protein ligase Fancl	chain
Q8T9B6	19-180		PRO_0000385021	LDLR chaperone boca	chain
Q8WSF3	37-660		PRO_0000012017	Probable beta-hexosaminidase fdl	chain
Q8WTC1	?-280		PRO_0000030617	Small ribosomal subunit protein uS15m	chain
Q94511	28-731		PRO_0000019971	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	chain
Q94514	?-149		PRO_0000006104	Cytochrome c oxidase subunit 5A, mitochondrial	chain
Q94515	1-321		PRO_0000453621	Sphingolipid delta(4)-desaturase DES1	chain
Q94516	?-243		PRO_0000002517	ATP synthase subunit b, mitochondrial	chain
Q94517	1-521		PRO_0000114718	Histone deacetylase HDAC1	chain
Q94518	1-217		PRO_0000135586	Nascent polypeptide-associated complex subunit alpha	chain
Q94519	?-152		PRO_0000000563	Acyl carrier protein, mitochondrial	chain
Q94521	1-275		PRO_0000417450	Arylalkylamine N-acetyltransferase 1	chain
Q94522	22-328	ECO:0000255|HAMAP-Rule:MF_03222	PRO_0000033339	Succinate--CoA ligase [ADP	chain
Q94523	42-661		PRO_0000010340	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	chain
Q94524	1-111		PRO_0000195155	Dynein light chain Tctex-type	chain
Q94526	1-1001		PRO_0000101769	Open rectifier potassium channel protein 1	chain
Q94527	1-545	ECO:0000269|PubMed:11269501	PRO_0000030319	Nuclear factor NF-kappa-B p68 subunit	chain
Q94527	1-971	ECO:0000269|PubMed:11269501	PRO_0000030318	Nuclear factor NF-kappa-B p110 subunit	chain
Q94527	546-971	ECO:0000269|PubMed:11269501	PRO_0000030320	Nuclear factor NF-kappa-B p49 subunit	chain
Q94529	1-231		PRO_0000108069	Probable pseudouridine-5'-phosphatase	chain
Q94535	1-264		PRO_0000081997	Splicing factor U2af 38 kDa subunit	chain
Q94545	1-556		PRO_0000429418	Set1	chain
Q94546	1-725		PRO_0000064747	Another transcription unit protein	chain
Q94547	1-585		PRO_0000198335	Regulator of gene activity	chain
Q94887	36-1284		PRO_0000019512	Neurexin-4	chain
Q94890	1-660		PRO_0000184468	T-box protein H15	chain
Q94899	1-444		PRO_0000120974	COP9 signalosome complex subunit 2	chain
Q94900	23-456	ECO:0000255	PRO_0000000497	Glutamate-gated chloride channel	chain
Q94901	1-352		PRO_0000081758	RNA-binding protein lark	chain
Q94913	1-288		PRO_0000097241	Rhythmically expressed gene 5 protein	chain
Q94915	1-260		PRO_0000097240	Rhythmically expressed gene 2 protein	chain
Q94918	41-623		PRO_0000007774	Protein vein	chain
Q94920	2-282		PRO_0000050520	Voltage-dependent anion-selective channel	chain
Q94981	1-503		PRO_0000055754	E3 ubiquitin-protein ligase ariadne-1	chain
Q95028	1-332		PRO_0000168494	L-lactate dehydrogenase	chain
Q95029	154-326		PRO_0000026266	Cathepsin L heavy chain	chain
Q95029	330-371		PRO_0000026268	Cathepsin L light chain	chain
Q95078	1-538		PRO_0000051949	Cytochrome P450 18a1	chain
Q95083	1-244		PRO_0000124121	Proteasome subunit alpha type-5	chain
Q95NH6	24-241		PRO_0000004898	Attacin-C	chain
Q95R48	1-567		PRO_0000220515	Organic cation transporter-like protein	chain
Q95RA8	1-219		PRO_0000279700	MOB kinase activator-like 1	chain
Q95RA9	22-250	ECO:0000255	PRO_5008179656	GILT-like protein 1	chain
Q95RC0	1-377		PRO_0000320035	N-alpha-acetyltransferase 30A	chain
Q95RG8	1-731		PRO_0000452578	ARF GTPase-activating protein Git	chain
Q95RI5	1-418		PRO_0000417446	Failed axon connections	chain
Q95RJ9	1-700		PRO_0000050960	F-box-like	chain
Q95RN0	1-325		PRO_0000320937	FAM172 family protein homolog CG10038	chain
Q95RQ4	1-281		PRO_0000457721	3'-5' exonuclease Snipper	chain
Q95RQ8	1-683		PRO_0000459003	Zinc finger protein pita	chain
Q95RR8	1-790		PRO_0000426721	PAN2-PAN3 deadenylation complex subunit PAN3	chain
Q95RU0	27-644	ECO:0000255	PRO_0000386572	Protein cueball	chain
Q95RV2	1-345		PRO_0000379489	Telomere-binding protein cav	chain
Q95RW8	1-487		PRO_0000049202	Protein Optix	chain
Q95RX5	1-599		PRO_0000442702	E3 ubiquitin-protein ligase Kcmf1	chain
Q95SK3	1-509		PRO_0000220521	CDK5RAP3 protein homolog	chain
Q95SP2	16-626		PRO_0000280554	E3 ubiquitin-protein ligase HRD1	chain
Q95SS8	65-236		PRO_0000361548	Transmembrane protein 70 homolog, mitochondrial	chain
Q95ST2	1-594	ECO:0000255	PRO_0000390664	Protein wntless	chain
Q95SX7	1-906		PRO_0000076305	Probable RNA-directed DNA polymerase from transposon BS	chain
Q95SX8	1-276		PRO_0000413363	N-alpha-acetyltransferase 60	chain
Q95T10	22-421	ECO:0000255	PRO_0000433615	Glycosaminoglycan xylosylkinase homolog	chain
Q95T12	1-194		PRO_0000389234	Calcium channel flower	chain
Q95T19	?-464	ECO:0000305	PRO_0000436150	Serine--tRNA synthetase-like protein Slimp	chain
Q95T64	1-368		PRO_0000220623	Peptidoglycan-recognition protein LA	chain
Q95TJ9	1-566	ECO:0000305	PRO_0000436049	Cyclin G	chain
Q95TN1	1-438		PRO_0000321556	Probable trafficking protein particle complex subunit 13 homolog	chain
Q95TN4	1-776		PRO_0000213507	Conserved oligomeric Golgi complex subunit 4	chain
Q95TS5	1-654		PRO_0000437661	Integrator complex subunit 9	chain
Q95TU8	31-1072		PRO_0000036082	Netrin receptor unc-5	chain
Q95U54	1-959	ECO:0000305	PRO_0000452275	MMS19 nucleotide excision repair protein	chain
Q95UN8	1-1161		PRO_0000086269	Mitogen-activated protein kinase kinase kinase	chain
Q95V55	1-613		PRO_0000371436	Forkhead box protein O	chain
Q95YI5	1-373		PRO_0000213396	UDP-sugar transporter UST74c	chain
Q960C5	1-809		PRO_0000447859	Leucine-rich repeat and calponin homology domain-containing protein	chain
Q960E8	1-585		PRO_0000119247	General transcription factor IIH subunit 1	chain
Q960N3	1-483		PRO_0000050941	Protein cortex	chain
Q960T2	1-551		PRO_0000097584	Synapse-associated protein of 47 kDa	chain
Q960V3	1-1122		PRO_0000351143	Trafficking kinesin-binding protein milt	chain
Q960W6	1-516		PRO_0000376021	Putative fatty acyl-CoA reductase CG8306	chain
Q960X4	1-541		PRO_0000051583	Histone acetyltransferase Tip60	chain
Q960X8	1-760		PRO_0000084070	Hepatocyte growth factor-regulated tyrosine kinase substrate	chain
Q960Z0	1-805		PRO_0000125424	Kinesin-like protein Klp10A	chain
Q961C9	1-277		PRO_0000289192	Transport and Golgi organization protein 11	chain
Q961D9	1-1469		PRO_0000064884	Protein BCL9 homolog	chain
Q961G1	1-905		PRO_0000213502	Conserved oligomeric Golgi complex subunit 3	chain
Q961J5	1-604	ECO:0000305	PRO_0000447217	Beta-alanine transporter	chain
Q967D7	1-1531		PRO_0000306106	Protein turtle	chain
Q967S7	1-467		PRO_0000076221	Retrovirus-related Gag polyprotein from transposon HMS-Beagle	chain
Q99323	1-2057		PRO_0000123388	Myosin heavy chain, non-muscle	chain
Q9BIR7	1-641		PRO_0000078335	Major heat shock 70 kDa protein Bc	chain
Q9BIS2	1-641		PRO_0000078333	Major heat shock 70 kDa protein Bb	chain
Q9BJZ5	1-967		PRO_0000370633	RNA-binding protein fusilli	chain
Q9GN97	1-282		PRO_0000220625	Peptidoglycan-recognition protein LD	chain
Q9GNK5	1-520		PRO_0000220624	Peptidoglycan-recognition protein LC	chain
Q9GNL3	19-321	ECO:0000255	PRO_0000420127	Transmembrane protein fend	chain
Q9GPJ1	29-1503		PRO_0000097778	Protein Skeletor, isoforms D	chain
Q9GQF1	1-1227		PRO_0000220636	JNK-interacting protein 3	chain
Q9GQN0	1-1098		PRO_0000204715	Ran-binding protein 16	chain
Q9GQN5	1-1311		PRO_0000074309	Transcriptional regulator ATRX homolog	chain
Q9GQQ0	1-605		PRO_0000363955	Protein spinster	chain
Q9GSR1	1-2130		PRO_0000448742	DNA polymerase zeta catalytic subunit	chain
Q9GU68	1-159		PRO_0000142460	Eukaryotic translation initiation factor 5A	chain
Q9GYU7	1-133		PRO_0000303160	Mediator of RNA polymerase II transcription subunit 10	chain
Q9GYU8	1-702		PRO_0000204886	Nuclear pore complex protein Nup88	chain
Q9GYV5	1-387		PRO_0000096781	NF-kappa-B essential modulator	chain
Q9GYV9	1-220		PRO_0000303189	Mediator of RNA polymerase II transcription subunit 7	chain
Q9I7D3	1-961		PRO_0000372862	Caprin homolog	chain
Q9I7F7	1-1337		PRO_0000088132	Activated Cdc42 kinase-like	chain
Q9I7H9	1-536		PRO_0000429171	Prolyl 3-hydroxylase sudestada1	chain
Q9I7I0	1-575		PRO_0000080376	G2	chain
Q9I7I7	1-355		PRO_0000417406	NAD-dependent protein deacetylase Sirt2	chain
Q9I7K0	1-208		PRO_0000355128	Microtubule-associated protein Jupiter	chain
Q9I7K5	21-216	ECO:0000255	PRO_0000393927	Transmembrane emp24 domain-containing protein eca	chain
Q9I7K6	1-492		PRO_0000372864	Nuclear autoantigenic sperm protein homolog	chain
Q9I7M2	1-383		PRO_0000312635	GTP-binding protein 10 homolog	chain
Q9I7S6	1-1526		PRO_0000438863	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	chain
Q9I7S8	1-429		PRO_0000075035	Bifunctional phosphoribosylaminoimidazole carboxylase	chain
Q9I7T7	1-1531		PRO_0000372865	La-related protein Larp4B	chain
Q9I7U4	1-18141		PRO_0000247656	Titin	chain
Q9I7W5	1-428		PRO_0000114329	Something about silencing protein 10	chain
Q9I7X6	1-456		PRO_0000372646	Carnosine N-methyltransferase unmet	chain
Q9I816	1-387		PRO_0000174230	Odorant receptor 19a	chain
Q9N2M8	1-1080		PRO_0000021402	Headcase protein	chain
Q9N2M8	1-650		PRO_0000021403	Headcase short protein	chain
Q9N2P6	1-81		PRO_0000065779	Ventrally expressed gene D protein	chain
Q9N658	1-541		PRO_0000046922	Zinc finger protein sens	chain
Q9NB04	1-871		PRO_0000094591	Patj homolog	chain
Q9NB71	1-5233		PRO_0000055971	E3 ubiquitin-protein ligase highwire	chain
Q9NBD7	1-1491		PRO_0000272276	CLIP-associating protein	chain
Q9NBK5	1-463		PRO_0000279717	Serine	chain
Q9NBW1	23-705		PRO_0000013014	Frizzled-4	chain
Q9NBX4	1-908		PRO_0000076306	Probable RNA-directed DNA polymerase from transposon X-element	chain
Q9NBX5	1-501		PRO_0000076222	Nucleic-acid-binding protein from transposon X-element	chain
Q9NDJ2	1-3198		PRO_0000311238	Chromatin remodeling protein domino	chain
Q9NDM2	1-392		PRO_0000069672	Protein trapped in endoderm-1	chain
Q9NEF6	1-249		PRO_0000144237	V-type proton ATPase subunit D 2	chain
Q9NFP1	23-531	ECO:0000255	PRO_0000019724	Vanin-like protein 1	chain
Q9NFP5	1-158		PRO_0000220751	SH3 domain-binding glutamic acid-rich protein homolog	chain
Q9NFT7	1-486		PRO_0000197597	Hexokinase-2	chain
Q9NFT9	1-465		PRO_0000197596	Hexokinase-like protein	chain
Q9NFU0	1-684		PRO_0000050109	Fragile X messenger ribonucleoprotein 1 homolog	chain
Q9NFZ3	2-69		PRO_0000012679	Guanine nucleotide-binding protein subunit gamma-e	chain
Q9NG98	1-1250		PRO_0000145195	DNA topoisomerase 3-alpha	chain
Q9NGC3	1-995		PRO_0000074221	Centaurin-gamma-1A	chain
Q9NGX9	?-489		PRO_0000003629	Cytochrome P450 302a1, mitochondrial	chain
Q9NHA8	26-490		PRO_0000002819	Gram-negative bacteria-binding protein 3	chain
Q9NHB0	20-494		PRO_0000002817	Gram-negative bacteria-binding protein 1	chain
Q9NHD5	1-184		PRO_0000074578	Probable N-acetyltransferase san	chain
Q9NHE5	1-1447		PRO_0000053872	Calcium-dependent secretion activator	chain
Q9NHV9	1-793		PRO_0000080983	Protein vav	chain
Q9NHX0	1-122		PRO_0000056018	RING-box protein 1B	chain
Q9NI63	1-533		PRO_0000086577	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase	chain
Q9NII1	1-676		PRO_0000004790	Double-stranded RNA-specific editase Adar	chain
Q9NIV1	40-1162		PRO_0000024326	Eukaryotic translation initiation factor 2-alpha kinase	chain
Q9NIV2	1-172		PRO_0000068268	Stellate orphon protein at 12D	chain
Q9NJB5	1-1081		PRO_0000202407	Homeobox protein onecut	chain
Q9NJG9	1-900		PRO_0000047059	Polycomb protein Su(z)12	chain
Q9NJH0	1-431		PRO_0000208824	Elongation factor 1-gamma	chain
Q9NK54	1-1711		PRO_0000089644	Protein chiffon	chain
Q9NK54	1-?		PRO_0000462408	Chiffon-A	chain
Q9NK54	?-1711		PRO_0000462409	Chiffon-C	chain
Q9NK57	1-292		PRO_0000147352	NIF3-like protein 1	chain
Q9NKV0	1-376		PRO_0000220756	Myeloid leukemia factor	chain
Q9NLA6	1-332		PRO_0000021872	Out at first short protein	chain
Q9NLA6	1-487		PRO_0000021871	Out at first protein	chain
Q9TVM2	1-1063		PRO_0000204708	Exportin-1	chain
Q9TVP3	1-195		PRO_0000071070	J domain-containing protein	chain
Q9TVQ5	1-116		PRO_0000210332	Transcription elongation factor SPT4	chain
Q9U1H0	1-1832		PRO_0000048600	Putative transcription factor capicua	chain
Q9U1H8	1-302		PRO_0000194832	CAAX prenyl protease 2	chain
Q9U1H9	1-672		PRO_0000220538	Nuclear RNA export factor 1	chain
Q9U1I1	1-785		PRO_0000288827	Protein espinas	chain
Q9U1K1	1-1020		PRO_0000309573	Protein spire	chain
Q9U1M2	1-387		PRO_0000174338	Transmembrane protein 120 homolog	chain
Q9U3V5	1-1024		PRO_0000047068	Protein tiptop	chain
Q9U3V9	1-2079		PRO_0000082006	Protein xmas	chain
Q9U3W6	1-365		PRO_0000312795	Protein mab-21	chain
Q9U3Z7	1-127		PRO_0000136782	NHP2-like protein 1 homolog	chain
Q9U405	1-570		PRO_0000046923	Transcription factor grauzone	chain
Q9U4F3	1-300		PRO_0000215657	SURF1-like protein	chain
Q9U4G1	34-719	ECO:0000255	PRO_5006752482	Protein borderless	chain
Q9U4H5	33-284		PRO_0000298999	TM2 domain-containing protein almondex	chain
Q9U4L6	1-344		PRO_0000051530	Mitochondrial import receptor subunit TOM40 homolog 1	chain
Q9U5L1	1-614		PRO_0000101215	Signal recognition particle receptor subunit alpha homolog	chain
Q9U5W9	1-167		PRO_0000118899	Transcription initiation factor TFIID subunit 10	chain
Q9U616	?-165		PRO_0000010728	Glycine cleavage system H protein, mitochondrial	chain
Q9U6A0	1-881		PRO_0000209496	Sodium	chain
Q9U6B8	1-351		PRO_0000234388	Calcium release-activated calcium channel protein 1	chain
Q9U6L4	1-970		PRO_0000312256	Protein tweety	chain
